chr,start,stop,gene_symbol,strand,mendelian_disease_group
19,13049413,13055304,CALR,+,Disorders_of_Platelet_Function
19,33790839,33793430,CEBPA,-,Disorders_of_Platelet_Function
19,33877854,34012799,PEPD,-,Disorders_of_Platelet_Function
19,34856031,34893318,GPI,+,Disorders_of_Platelet_Function
19,35773409,35776045,HAMP,+,Disorders_of_Platelet_Function
19,36316273,36342895,NPHS1,-,Disorders_of_Platelet_Function
19,36486089,36487220,SDHAF1,+,Disorders_of_Platelet_Function
19,41349442,41356352,CYP2A6,-,Disorders_of_Platelet_Function
19,41836811,41859831,TGFB1,-,Disorders_of_Platelet_Function
19,42363987,42375484,RPS19,+,Disorders_of_Platelet_Function
19,44270684,44285409,KCNN4,-,Disorders_of_Platelet_Function
19,45409038,45412650,APOE,+,Disorders_of_Platelet_Function
19,45504706,45541456,RELB,+,Disorders_of_Platelet_Function
19,45682002,45685058,BLOC1S3,+,Disorders_of_Platelet_Function
19,46272975,46285815,DMPK,-,Disorders_of_Platelet_Function
19,47835403,47845272,C5AR2,+,Disorders_of_Platelet_Function
19,55525074,55549632,GP6,-,Disorders_of_Platelet_Function
2,3383445,3483342,TRAPPC12,+,Disorders_of_Platelet_Function
2,16080682,16087129,MYCN,+,Disorders_of_Platelet_Function
2,26413503,26467594,HADHA,-,Disorders_of_Platelet_Function
2,27667239,27712571,IFT172,-,Disorders_of_Platelet_Function
2,32449517,32490689,NLRC4,-,Disorders_of_Platelet_Function
2,39208689,39347604,SOS1,-,Disorders_of_Platelet_Function
2,44001177,44037149,DYNC2LI1,+,Disorders_of_Platelet_Function
2,44039610,44065958,ABCG5,-,Disorders_of_Platelet_Function
2,44066102,44105605,ABCG8,+,Disorders_of_Platelet_Function
2,46524540,46613842,EPAS1,+,Disorders_of_Platelet_Function
2,73612885,73837046,ALMS1,+,Disorders_of_Platelet_Function
2,74153952,74186088,DGUOK,+,Disorders_of_Platelet_Function
2,98330030,98356323,ZAP70,+,Disorders_of_Platelet_Function
2,112656190,112786945,MERTK,+,Disorders_of_Platelet_Function
2,113885137,113891593,IL1RN,+,Disorders_of_Platelet_Function
2,119981383,120023227,STEAP3,+,Disorders_of_Platelet_Function
2,127413510,127454251,GYPC,+,Disorders_of_Platelet_Function
2,128175995,128186822,PROC,+,Disorders_of_Platelet_Function
2,131095815,131099922,CCDC115,-,Disorders_of_Platelet_Function
2,131349737,131357251,CFC1,-,Disorders_of_Platelet_Function
2,136871918,136875725,CXCR4,-,Disorders_of_Platelet_Function
2,163123588,163175218,IFIH1,-,Disorders_of_Platelet_Function
2,167051696,167232497,SCN9A,-,Disorders_of_Platelet_Function
2,169779448,169887833,ABCB11,-,Disorders_of_Platelet_Function
2,189839098,189877472,COL3A1,+,Disorders_of_Platelet_Function
2,198256697,198299771,SF3B1,-,Disorders_of_Platelet_Function
2,198570027,198573114,MARS2,+,Disorders_of_Platelet_Function
2,202047620,202086383,CASP10,+,Disorders_of_Platelet_Function
2,202122753,202152434,CASP8,+,Disorders_of_Platelet_Function
2,203241049,203432474,BMPR2,+,Disorders_of_Platelet_Function
2,204732510,204738683,CTLA4,+,Disorders_of_Platelet_Function
2,204801470,204826298,ICOS,+,Disorders_of_Platelet_Function
2,207804277,207834198,CPOX,+,Disorders_of_Platelet_Function
2,207804277,207834198,CPO,+,Disorders_of_Platelet_Function
2,215796265,216003151,ABCA12,-,Disorders_of_Platelet_Function
2,219919141,219925238,IHH,-,Disorders_of_Platelet_Function
2,234216308,234255701,SAG,+,Disorders_of_Platelet_Function
20,6748744,6760910,BMP2,+,Disorders_of_Platelet_Function
20,18488187,18542059,SEC23B,+,Disorders_of_Platelet_Function
20,19867164,19983103,RIN2,+,Disorders_of_Platelet_Function
20,23026269,23030301,THBD,-,Disorders_of_Platelet_Function
20,30225690,30232800,COX4I2,+,Disorders_of_Platelet_Function
20,30946146,31027122,ASXL1,+,Disorders_of_Platelet_Function
20,32951040,33099198,ITCH,+,Disorders_of_Platelet_Function
20,33516235,33543601,GSS,-,Disorders_of_Platelet_Function
20,33516235,33543601,PRNP,-,Disorders_of_Platelet_Function
20,35974556,36033821,SRC,+,Disorders_of_Platelet_Function
20,43248162,43280376,ADA,-,Disorders_of_Platelet_Function
20,44746905,44758384,CD40,+,Disorders_of_Platelet_Function
20,45338278,45364985,SLC2A10,+,Disorders_of_Platelet_Function
20,49551404,49575060,DPM1,-,Disorders_of_Platelet_Function
20,57414794,57486250,GNAS,+,Disorders_of_Platelet_Function
20,57594308,57601709,TUBB1,+,Disorders_of_Platelet_Function
20,62679078,62680979,SOX18,-,Disorders_of_Platelet_Function
21,27252860,27543138,APP,-,Disorders_of_Platelet_Function
21,34949858,34961267,DONSON,-,Disorders_of_Platelet_Function
21,36160097,36421595,RUNX1,-,Disorders_of_Platelet_Function
21,44473300,44496472,CBS,-,Disorders_of_Platelet_Function
21,45705720,45718102,AIRE,+,Disorders_of_Platelet_Function
21,45748826,45759285,C21orf2,-,Disorders_of_Platelet_Function
22,17660191,17690779,ADA2,-,Disorders_of_Platelet_Function
22,21128382,21142008,SERPIND1,+,Disorders_of_Platelet_Function
22,35777059,35790207,HMOX1,+,Disorders_of_Platelet_Function
22,36677322,36784063,MYH9,-,Disorders_of_Platelet_Function
22,37309674,37336479,CSF2RB,+,Disorders_of_Platelet_Function
22,41488613,41576081,EP300,+,Disorders_of_Platelet_Function
3,4402828,4508966,SUMF1,-,Disorders_of_Platelet_Function
3,10183318,10195354,VHL,+,Disorders_of_Platelet_Function
3,12393000,12475855,PPARG,+,Disorders_of_Platelet_Function
3,15643254,15687325,BTD,+,Disorders_of_Platelet_Function
3,33038099,33138694,GLB1,-,Disorders_of_Platelet_Function
3,39448203,39454032,RPSA,+,Disorders_of_Platelet_Function
3,47021172,47051194,NBEAL2,+,Disorders_of_Platelet_Function
3,48445260,48470872,PLXNB1,-,Disorders_of_Platelet_Function
3,48506918,48509044,TREX1,+,Disorders_of_Platelet_Function
3,53195222,53226733,PRKCD,+,Disorders_of_Platelet_Function
3,81538849,81810950,GBE1,-,Disorders_of_Platelet_Function
3,93591880,93692934,PROS1,-,Disorders_of_Platelet_Function
3,121903180,122005344,CASR,+,Disorders_of_Platelet_Function
3,128198264,128212030,GATA2,-,Disorders_of_Platelet_Function
3,128779644,128781253,GP9,+,Disorders_of_Platelet_Function
3,128886657,128902810,CNBP,-,Disorders_of_Platelet_Function
3,132379139,132396944,UBA5,+,Disorders_of_Platelet_Function
3,132399452,132441303,NPHP3,-,Disorders_of_Platelet_Function
3,148415657,148460790,AGTR1,+,Disorders_of_Platelet_Function
3,151055375,151058585,P2RY12,-,Disorders_of_Platelet_Function
3,168801286,169381563,MECOM,-,Disorders_of_Platelet_Function
3,178866310,178952497,PIK3CA,+,Disorders_of_Platelet_Function
3,184089772,184095932,THPO,-,Disorders_of_Platelet_Function
3,186383797,186396023,HRG,+,Disorders_of_Platelet_Function
3,186435097,186460678,KNG1,+,Disorders_of_Platelet_Function
3,186560462,186576252,ADIPOQ,+,Disorders_of_Platelet_Function
3,187930720,188608460,LPP,+,Disorders_of_Platelet_Function
4,980784,998317,IDUA,+,Disorders_of_Platelet_Function
4,15471488,15603180,CC2D2A,+,Disorders_of_Platelet_Function
4,47596017,47840059,CORIN,-,Disorders_of_Platelet_Function
4,54875957,54930815,CHIC2,-,Disorders_of_Platelet_Function
4,55095263,55164412,PDGFRA,+,Disorders_of_Platelet_Function
4,55524094,55606881,KIT,+,Disorders_of_Platelet_Function
4,90645249,90759447,SNCA,-,Disorders_of_Platelet_Function
4,100799494,100815703,LAMTOR3,-,Disorders_of_Platelet_Function
4,106067841,106200960,TET2,+,Disorders_of_Platelet_Function
4,110661847,110723335,CFI,-,Disorders_of_Platelet_Function
4,122800182,122872909,TRPC3,-,Disorders_of_Platelet_Function
4,123533782,123542212,IL21,-,Disorders_of_Platelet_Function
4,129190391,129209984,PGRMC2,-,Disorders_of_Platelet_Function
4,145030455,145061904,GYPA,-,Disorders_of_Platelet_Function
4,148999914,149363672,NR3C2,-,Disorders_of_Platelet_Function
4,151185810,151936649,LRBA,-,Disorders_of_Platelet_Function
4,155484131,155493915,FGB,+,Disorders_of_Platelet_Function
4,155504279,155511897,FGA,-,Disorders_of_Platelet_Function
4,155525727,155533902,FGG,-,Disorders_of_Platelet_Function
4,156587861,156658214,GUCY1A3,+,Disorders_of_Platelet_Function
4,156845269,156875048,CTSO,-,Disorders_of_Platelet_Function
4,156845269,156875048,CTSK,-,Disorders_of_Platelet_Function
4,175411327,175444049,HPGD,-,Disorders_of_Platelet_Function
4,187148671,187179625,KLKB1,+,Disorders_of_Platelet_Function
5,218355,256814,SDHA,+,Disorders_of_Platelet_Function
5,1253286,1295162,TERT,-,Disorders_of_Platelet_Function
5,35856976,35879705,IL7R,+,Disorders_of_Platelet_Function
5,39105353,39270759,FYB1,-,Disorders_of_Platelet_Function
5,43603228,43705668,NNT,+,Disorders_of_Platelet_Function
5,58264865,59189621,PDE4D,-,Disorders_of_Platelet_Function
5,60169658,60240905,ERCC8,-,Disorders_of_Platelet_Function
5,67511583,67597649,PIK3R1,+,Disorders_of_Platelet_Function
5,68788118,68853931,OCLN,+,Disorders_of_Platelet_Function
5,77298149,77590579,AP3B1,-,Disorders_of_Platelet_Function
5,78073036,78282357,ARSB,-,Disorders_of_Platelet_Function
5,131705400,131731306,SLC22A5,+,Disorders_of_Platelet_Function
5,140894587,140998622,DIAPH1,-,Disorders_of_Platelet_Function
5,142150291,142608572,ARHGAP26,+,Disorders_of_Platelet_Function
5,147204142,147211260,SPINK1,-,Disorders_of_Platelet_Function
5,149823791,149829319,RPS14,-,Disorders_of_Platelet_Function
5,151040656,151066615,SPARC,-,Disorders_of_Platelet_Function
5,156607906,156682109,ITK,+,Disorders_of_Platelet_Function
5,170814707,170837888,NPM1,+,Disorders_of_Platelet_Function
5,172659106,172662315,NKX2-5,-,Disorders_of_Platelet_Function
5,176829138,176836577,F12,-,Disorders_of_Platelet_Function
6,6144310,6320924,F13A1,-,Disorders_of_Platelet_Function
6,12290528,12297427,EDN1,+,Disorders_of_Platelet_Function
6,15523031,15663289,DTNBP1,-,Disorders_of_Platelet_Function
6,24171982,24358280,DCDC2,-,Disorders_of_Platelet_Function
6,26087508,26095469,HFE,+,Disorders_of_Platelet_Function
6,31691120,31694485,MPIG6B,+,Disorders_of_Platelet_Function
6,31826828,31830709,NEU1,-,Disorders_of_Platelet_Function
6,32006092,32009447,CYP21A2,+,Disorders_of_Platelet_Function
6,32808493,32811816,PSMB8,-,Disorders_of_Platelet_Function
6,43543877,43588260,POLH,+,Disorders_of_Platelet_Function
6,43737945,43754223,VEGFA,+,Disorders_of_Platelet_Function
6,46672052,46703430,PLA2G7,-,Disorders_of_Platelet_Function
6,49572889,49604587,RHAG,-,Disorders_of_Platelet_Function
6,51480144,51952423,PKHD1,-,Disorders_of_Platelet_Function
6,74303101,74363737,SLC17A5,-,Disorders_of_Platelet_Function
6,88182642,88222057,SLC35A1,+,Disorders_of_Platelet_Function
6,121756744,121770873,GJA1,+,Disorders_of_Platelet_Function
6,135502452,135540311,MYB,+,Disorders_of_Platelet_Function
6,142623055,142767403,ADGRG6,+,Disorders_of_Platelet_Function
6,143743968,143771841,ADAT2,-,Disorders_of_Platelet_Function
6,144471653,144513076,STX11,+,Disorders_of_Platelet_Function
6,152128453,152424408,ESR1,+,Disorders_of_Platelet_Function
6,158530535,158589312,SERAC1,-,Disorders_of_Platelet_Function
6,160952514,161087407,LPA,-,Disorders_of_Platelet_Function
6,161123224,161175085,PLG,+,Disorders_of_Platelet_Function
7,2945709,3083509,CARD11,-,Disorders_of_Platelet_Function
7,21582832,21941186,DNAH11,+,Disorders_of_Platelet_Function
7,22766765,22771621,IL6,+,Disorders_of_Platelet_Function
7,25158269,25164980,CYCS,-,Disorders_of_Platelet_Function
7,26331514,26413949,SNX10,+,Disorders_of_Platelet_Function
7,39989958,40136733,CDK13,+,Disorders_of_Platelet_Function
7,42000547,42276618,GLI3,-,Disorders_of_Platelet_Function
7,65425672,65447301,GUSB,-,Disorders_of_Platelet_Function
7,73183326,73184600,CLDN3,-,Disorders_of_Platelet_Function
7,73442426,73484236,ELN,+,Disorders_of_Platelet_Function
7,74188308,74203659,NCF1,+,Disorders_of_Platelet_Function
7,80275644,80303734,CD36,+,Disorders_of_Platelet_Function
7,87031360,87105019,ABCB4,-,Disorders_of_Platelet_Function
7,94927668,94953884,PON1,-,Disorders_of_Platelet_Function
7,100770369,100782547,SERPINE1,+,Disorders_of_Platelet_Function
7,116312458,116438440,MET,+,Disorders_of_Platelet_Function
7,117120016,117308718,CFTR,+,Disorders_of_Platelet_Function
7,134331530,134364567,BPGM,+,Disorders_of_Platelet_Function
7,137761177,137803050,AKR1D1,+,Disorders_of_Platelet_Function
7,140433812,140624564,BRAF,-,Disorders_of_Platelet_Function
7,142457318,142460927,PRSS1,+,Disorders_of_Platelet_Function
7,150688143,150711687,NOS3,+,Disorders_of_Platelet_Function
7,155595557,155604967,SHH,-,Disorders_of_Platelet_Function
7,156473569,156685902,LMBR1,-,Disorders_of_Platelet_Function
8,11561716,11617509,GATA4,+,Disorders_of_Platelet_Function
8,17721899,17753047,FGL1,-,Disorders_of_Platelet_Function
8,17913924,17942507,ASAH1,-,Disorders_of_Platelet_Function
8,19796581,19824770,LPL,+,Disorders_of_Platelet_Function
8,27632057,27662424,ESCO2,+,Disorders_of_Platelet_Function
8,38132560,38239790,NSD3,-,Disorders_of_Platelet_Function
8,41510743,41754280,ANK1,-,Disorders_of_Platelet_Function
8,42995591,43057970,HGSNAT,+,Disorders_of_Platelet_Function
8,48872762,48890719,MCM4,+,Disorders_of_Platelet_Function
8,65508528,65711348,CYP7B1,-,Disorders_of_Platelet_Function
8,77892493,77913280,PEX2,-,Disorders_of_Platelet_Function
8,94767071,94830347,TMEM67,+,Disorders_of_Platelet_Function
8,99956630,99964326,OSR2,+,Disorders_of_Platelet_Function
8,100025493,100889814,VPS13B,+,Disorders_of_Platelet_Function
8,120743013,120845074,TAF2,-,Disorders_of_Platelet_Function
8,143953772,143961236,CYP11B1,-,Disorders_of_Platelet_Function
8,144295067,144299044,GPIHBP1,+,Disorders_of_Platelet_Function
8,145637797,145642273,SLC39A4,-,Disorders_of_Platelet_Function
9,3824127,4300035,GLIS3,-,Disorders_of_Platelet_Function
9,4985244,5128183,JAK2,+,Disorders_of_Platelet_Function
9,21802634,21865969,MTAP,+,Disorders_of_Platelet_Function
9,27546542,27573491,C9orf72,-,Disorders_of_Platelet_Function
9,33110638,33167356,B4GALT1,-,Disorders_of_Platelet_Function
9,34458810,34520982,DNAI1,+,Disorders_of_Platelet_Function
9,34646585,34650595,GALT,+,Disorders_of_Platelet_Function
9,36214438,36277053,GNE,-,Disorders_of_Platelet_Function
9,71627448,71629039,PRKACG,-,Disorders_of_Platelet_Function
9,80335190,80646219,GNAQ,-,Disorders_of_Platelet_Function
9,98205263,98270831,PTCH1,-,Disorders_of_Platelet_Function
9,104182841,104198062,ALDOB,-,Disorders_of_Platelet_Function
9,107543283,107690527,ABCA1,-,Disorders_of_Platelet_Function
9,124062078,124095120,GSN,+,Disorders_of_Platelet_Function
9,130628758,130640022,AK1,-,Disorders_of_Platelet_Function
9,134000980,134109091,NUP214,+,Disorders_of_Platelet_Function
9,135853893,135867084,GFI1B,+,Disorders_of_Platelet_Function
9,136287119,136324508,ADAMTS13,+,Disorders_of_Platelet_Function
9,139388895,139440238,NOTCH1,-,Disorders_of_Platelet_Function
9,139567594,139581911,AGPAT2,-,Disorders_of_Platelet_Function
1,1167628,1170420,B3GALT6,+,Education_and_Development_Disorder
1,1447522,1470067,ATAD3A,+,Education_and_Development_Disorder
1,1716724,1822526,GNB1,-,Education_and_Development_Disorder
1,2160133,2241652,SKI,+,Education_and_Development_Disorder
1,6845383,7829766,CAMTA1,+,Education_and_Development_Disorder
1,8384389,8404227,SLC45A1,+,Education_and_Development_Disorder
1,8412463,8877699,RERE,-,Education_and_Development_Disorder
1,11166587,11322608,MTOR,-,Education_and_Development_Disorder
1,11845786,11866160,MTHFR,-,Education_and_Development_Disorder
1,19542157,19578053,EMC1,-,Education_and_Development_Disorder
1,22379119,22419436,CDC42,+,Education_and_Development_Disorder
1,23345940,23410184,KDM1A,+,Education_and_Development_Disorder
1,26126666,26144713,SELENON,+,Education_and_Development_Disorder
1,27022521,27108601,ARID1A,+,Education_and_Development_Disorder
1,27425299,27481621,SLC9A1,-,Education_and_Development_Disorder
1,32666201,32670991,CCDC28B,+,Education_and_Development_Disorder
1,40420783,40435628,MFSD2A,+,Education_and_Development_Disorder
1,40538381,40563142,PPT1,-,Education_and_Development_Disorder
1,43391045,43424847,SLC2A1,-,Education_and_Development_Disorder
1,43855555,43919918,SZT2,+,Education_and_Development_Disorder
1,45805341,45809650,TOE1,+,Education_and_Development_Disorder
1,46713366,46744145,RAD54L,+,Education_and_Development_Disorder
1,47715810,47779819,STIL,-,Education_and_Development_Disorder
1,53152013,53164038,COA7,-,Education_and_Development_Disorder
1,61547533,61928460,NFIA,+,Education_and_Development_Disorder
1,85731459,85742587,BCL10,-,Education_and_Development_Disorder
1,101003727,101007583,GPR88,+,Education_and_Development_Disorder
1,109419602,109473044,GPSM2,+,Education_and_Development_Disorder
1,109606997,109618624,TAF13,-,Education_and_Development_Disorder
1,110693131,110744823,SLC6A17,+,Education_and_Development_Disorder
1,111145775,111148975,KCNA2,-,Education_and_Development_Disorder
1,113454469,113498975,SLC16A1,-,Education_and_Development_Disorder
1,114437370,114447525,AP4B1,-,Education_and_Development_Disorder
1,115247084,115259515,NRAS,-,Education_and_Development_Disorder
1,120254418,120286849,PHGDH,+,Education_and_Development_Disorder
1,145516164,145523732,PEX11B,+,Education_and_Development_Disorder
1,150980972,151008189,PRUNE1,+,Education_and_Development_Disorder
1,151375199,151431941,POGZ,-,Education_and_Development_Disorder
1,153777202,153895451,GATAD2B,-,Education_and_Development_Disorder
1,154134288,154164611,TPM3,-,Education_and_Development_Disorder
1,155579960,155584758,MSTO1,+,Education_and_Development_Disorder
1,155867598,155880706,RIT1,-,Education_and_Development_Disorder
1,155916629,155948336,ARHGEF2,-,Education_and_Development_Disorder
1,159997461,160001783,PIGM,-,Education_and_Development_Disorder
1,161171936,161184184,NDUFS2,+,Education_and_Development_Disorder
1,161494035,161496687,HSPA6,+,Education_and_Development_Disorder
1,164528596,164821060,PBX1,+,Education_and_Development_Disorder
1,184020810,184043344,TSEN15,+,Education_and_Development_Disorder
1,197053256,197115824,ASPM,-,Education_and_Development_Disorder
1,200613164,200639126,DDX59,-,Education_and_Development_Disorder
1,204372491,204380944,PPP1R15B,-,Education_and_Development_Disorder
1,205012339,205047171,CNTN2,+,Education_and_Development_Disorder
1,210851656,211307457,KCNH1,-,Education_and_Development_Disorder
1,224572844,224622001,WDR26,-,Education_and_Development_Disorder
1,225997796,226033262,EPHX1,+,Education_and_Development_Disorder
1,226107576,226112040,PYCR2,-,Education_and_Development_Disorder
1,227058272,227083804,PSEN2,+,Education_and_Development_Disorder
1,229566992,229569843,ACTA1,-,Education_and_Development_Disorder
1,231114822,231136479,ARV1,+,Education_and_Development_Disorder
1,235530727,235612280,TBCE,+,Education_and_Development_Disorder
1,240255184,240638489,FMN2,+,Education_and_Development_Disorder
1,243419306,243663393,SDCCAG8,+,Education_and_Development_Disorder
1,243663020,244006584,AKT3,-,Education_and_Development_Disorder
1,244212240,244220780,ZBTB18,+,Education_and_Development_Disorder
1,244998638,245008359,COX20,+,Education_and_Development_Disorder
1,245013601,245027827,HNRNPU,-,Education_and_Development_Disorder
10,225933,295729,ZMYND11,+,Education_and_Development_Disorder
10,12110915,12165227,DHTKD1,+,Education_and_Development_Disorder
10,13685705,14372866,FRMD4A,-,Education_and_Development_Disorder
10,27399039,27443349,YME1L1,-,Education_and_Development_Disorder
10,27793102,27831166,RAB18,+,Education_and_Development_Disorder
10,28822420,28912041,WAC,+,Education_and_Development_Disorder
10,61786055,62149634,ANK3,-,Education_and_Development_Disorder
10,69556426,69597937,DNAJC12,-,Education_and_Development_Disorder
10,70173820,70231730,DNA2,-,Education_and_Development_Disorder
10,70748476,70776739,KIF1BP,+,Education_and_Development_Disorder
10,72575703,72640932,SGPL1,+,Education_and_Development_Disorder
10,79734906,79789298,POLR3A,-,Education_and_Development_Disorder
10,89623194,89728532,PTEN,+,Education_and_Development_Disorder
10,94352824,94415152,KIF11,+,Education_and_Development_Disorder
10,96305573,96361856,HELLS,+,Education_and_Development_Disorder
10,97365685,97416567,ALDH18A1,-,Education_and_Development_Disorder
10,97515408,97637023,ENTPD1,+,Education_and_Development_Disorder
10,101468504,101492423,COX15,-,Education_and_Development_Disorder
10,101992054,102027437,CWF19L1,-,Education_and_Development_Disorder
10,102747292,102754158,TWNK,+,Education_and_Development_Disorder
